Client,Discord,Conductor,Collateral,Links,BorrowedAmount,Broker,Rate,StartDate,EndDate
Etherweaver,Etherweaver#2519,,x2 Fatal,,405504,Tealy,0.05,02/25/2022,03/14/2022
